,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,PlayStyles,PlayStyles +,Number of playstyles,
3825,O. Dodgson LWB LB,20,62,72,"Barnsley
Jun 30, 2024 On loan",264505,"178cm / 5'10""",70kg / 154lbs,Left,62,LWB,10,"Nov 19, 2020","Jun 30, 2024",€825K,€5K,€0,252,62,39,55,57,39,276,60,58,45,52,61,316,72,67,59,52,66,298,57,69,63,65,44,249,58,58,51,51,31,48,174,59,59,56,48,6,11,13,9,9,1613,350,2,2,Medium,Medium,1,Normal (170-185),No,69,44,56,60,58,63,,,,0,
3826,S. Curtis RB CB RWB,17,62,82,"St Patrick's
2021 ~ 2024",264514,"185cm / 6'1""",76kg / 168lbs,Right,62,RB,20,"Aug 8, 2021",N/A,€1M,€500,€2.6M,237,59,37,56,56,29,230,57,35,26,53,59,315,70,66,65,54,60,257,30,64,80,59,24,255,63,53,52,48,39,53,174,56,60,58,47,13,7,7,7,13,1515,333,4,2,Medium,Medium,1,Lean (185+),No,68,33,52,58,57,65,,,,0,
3827,B. Hlongwane RM LM,23,69,75,"Minnesota United
2022 ~ 2024",264516,"182cm / 6'0""",75kg / 165lbs,Right,71,ST,6,"Jan 5, 2022",N/A,€2.2M,€4K,€3.7M,309,57,69,63,66,54,270,73,45,38,45,69,367,79,79,67,69,73,359,72,79,74,72,62,286,49,36,69,64,68,66,149,50,54,45,56,8,13,11,14,10,1796,392,3,3,High,High,1,Normal (170-185),No,79,67,58,71,49,68,,Rapid,,1,
3828,A. Wikman CM,19,58,73,"Sirius
2021 ~ 2027",264517,"178cm / 5'10""",66kg / 146lbs,Left,60,CAM,15,"Sep 1, 2021",N/A,€475K,€500,€891K,242,44,45,49,62,42,262,58,45,40,58,61,342,67,67,75,58,75,245,54,44,60,42,45,271,57,60,59,56,39,62,165,54,57,54,44,9,8,6,11,10,1571,337,3,2,Medium,Medium,1,Lean (170-185),No,67,47,55,62,56,50,,,,0,
3829,F. Potts CDM CM,19,62,78,"Wycombe Wanderers
Jun 30, 2024 On loan",264579,"183cm / 6'0""",79kg / 174lbs,Right,63,CDM,16,"Jun 29, 2021","Jun 30, 2024",€975K,€5K,€0,248,48,40,50,68,42,274,52,52,44,65,61,280,59,61,57,46,57,283,48,60,64,66,45,269,67,56,37,55,54,60,178,57,63,58,60,10,12,14,14,10,1592,341,3,2,Medium,Medium,1,Lean (170-185),No,60,43,59,56,58,65,,Slide Tackle,,1,
3830,L. Marquines GK,20,65,80,"Atlético Nacional
2021 ~ 2024",264588,"187cm / 6'2""",83kg / 183lbs,Right,65,GK,15,"Jan 1, 2021",N/A,€1.5M,€750,€3M,90,33,7,13,28,9,75,9,15,13,20,18,204,35,36,34,66,33,210,44,57,43,60,6,93,33,15,5,28,12,23,35,8,15,12,313,67,62,58,59,67,1020,348,2,1,Medium,Medium,1,Lean (185+),No,67,62,58,67,35,59,,,,0,
3831,C. Slicker GK,20,55,68,"Ipswich Town
2023 ~ 2026",264645,"191cm / 6'3""",82kg / 181lbs,Right,55,GK,13,"Jul 8, 2023",N/A,€275K,€1K,€694K,56,12,8,10,17,9,77,8,10,12,29,18,139,30,22,21,44,22,169,41,45,24,51,8,97,27,10,4,37,19,36,31,8,12,11,277,51,60,55,51,60,846,304,2,1,Medium,Medium,1,Normal (185+),No,51,60,55,60,27,51,,,,0,
3832,J. Carabalí ST,20,57,67,"Deportes Tolima
2023 ~ 2027",264651,"180cm / 5'11""",70kg / 154lbs,Right,59,ST,10,"Feb 28, 2023",N/A,€375K,€500,€600K,262,38,57,55,59,53,238,62,49,35,45,47,336,78,72,69,52,65,315,57,71,75,60,52,219,35,15,58,48,63,43,58,16,22,20,43,5,13,6,11,8,1471,318,3,2,Medium,Medium,1,Lean (170-185),No,75,56,49,57,22,59,,,,0,
3833,23 O. Ross CF ST,17,61,77,"AaB
2021 ~ 2025",264670,"186cm / 6'1""",74kg / 163lbs,Right,63,ST,16,"Jul 1, 2021",N/A,€825K,€600,€1.5M,271,51,60,49,59,52,286,66,54,48,52,66,319,67,70,64,56,62,308,64,60,58,66,60,224,31,30,59,50,54,53,79,29,26,24,50,14,12,8,9,7,1537,334,3,3,Medium,Medium,1,Normal (185+),No,69,60,54,64,30,57,,,,1,
3834,D. Wilkins LB RB LM,24,60,60,"New Zealand
Free",264691,"181cm / 5'11""",65kg / 143lbs,Left,60,LB,0,"Jul 1, 2019",N/A,€0,€0,€0,246,62,50,45,53,36,261,61,45,44,51,60,335,72,69,67,53,74,313,66,61,70,60,56,278,68,53,50,55,52,51,161,50,56,55,59,8,9,15,13,14,1653,355,3,2,High,Medium,1,Normal (170-185),No,70,54,54,61,52,64,,,,0,
3835,K. Keïta CDM CM,22,63,69,"Sivasspor
2022 ~ 2025",264696,"178cm / 5'10""",75kg / 165lbs,Right,64,CDM,6,"Aug 13, 2022",N/A,€700K,€3K,€1.5M,230,43,39,55,62,31,251,58,41,32,61,59,328,67,66,61,65,69,305,51,67,80,69,38,254,68,54,41,49,42,49,182,65,59,58,49,11,10,5,11,12,1599,349,2,2,Medium,High,1,Normal (170-185),No,66,41,53,59,59,71,,,,0,
3836,23 Y. Martínez CM LM RM,20,64,76,"Independiente Petrolero
2021 ~ 2023",264714,"168cm / 5'6""",64kg / 141lbs,Left,66,CAM,12,"Jan 1, 2021",N/A,€1.4M,€500,€3.3M,272,55,58,44,65,50,300,66,57,53,61,63,351,70,80,65,62,74,312,60,55,72,62,63,300,55,64,62,62,57,50,175,54,63,58,51,13,8,9,6,15,1761,381,3,3,Medium,Medium,1,Normal (170-),No,76,59,61,64,58,63,,,,1,
3837,22 A. Herrera CDM,20,56,65,"Puebla
2021 ~ 2023",264717,"175cm / 5'9""",75kg / 165lbs,Right,57,CDM,9,"Sep 1, 2021",N/A,€300K,€1K,€570K,236,40,36,58,63,39,257,56,45,44,56,56,289,53,55,53,56,72,263,56,59,53,54,41,253,65,48,38,48,54,49,164,47,53,64,43,5,13,10,7,8,1505,313,3,2,Medium,High,1,Normal (170-185),No,54,42,53,56,52,56,,,,0,
3838,Ricard Artero CAM RM,20,63,77,"Girona
2021 ~ 2026",264735,"181cm / 5'11""",75kg / 165lbs,Right,65,CAM,14,"Oct 4, 2021",N/A,€1.2M,€4K,€3.3M,284,55,62,51,66,50,300,65,56,50,63,66,322,68,62,71,58,63,299,63,59,63,57,57,278,52,54,56,61,55,55,175,58,59,58,56,8,8,14,12,14,1714,366,3,3,Medium,Medium,1,Normal (170-185),No,65,60,61,65,57,58,,,,0,
3839,Arnau Ortiz LM,21,64,75,"Eldense
Jun 30, 2024 On loan",264738,"175cm / 5'9""",63kg / 139lbs,Right,65,RM,11,"Oct 4, 2021","Jun 30, 2024",€1.3M,€4K,€0,289,64,62,50,63,50,300,67,53,50,62,68,344,77,76,73,53,65,269,61,58,55,45,50,229,44,19,53,50,63,52,96,28,31,37,55,11,10,12,12,10,1582,337,3,3,High,Medium,1,Normal (170-185),No,76,58,59,66,30,48,,,,0,
3840,S. Güler CB,28,69,70,"Adana Demirspor
2019 ~ 2025",263020,"188cm / 6'2""",85kg / 187lbs,Right,70,CB,1,"Jan 16, 2019",N/A,€1.3M,€7K,€2.7M,216,40,25,65,59,27,247,51,39,35,66,56,331,70,73,67,63,58,335,61,78,74,80,42,250,77,69,34,28,42,64,207,67,71,69,45,8,9,11,6,11,1631,360,3,2,Medium,High,1,Normal (185+),No,72,37,48,56,69,78,,Long Ball Pass Block,,2,
3841,S. Akaydın CB,29,69,69,"Fenerbahçe
2023 ~ 2026",263021,"190cm / 6'3""",82kg / 181lbs,Right,69,CB,0,"Jan 11, 2023",N/A,€1.2M,€14K,€2.3M,220,27,34,70,60,29,212,42,37,26,54,53,292,59,62,56,66,49,303,50,76,70,79,28,266,76,67,45,32,46,60,207,69,69,69,40,12,8,6,7,7,1540,336,2,2,Low,High,1,Normal (185+),No,61,37,44,49,69,76,,Intercept Slide Tackle Aerial,,3,
3842,B. Okoh CB,20,65,76,"Salzburg
2019 ~ 2025",263028,"188cm / 6'2""",89kg / 196lbs,Left,67,CB,11,"Jul 1, 2019",N/A,€1.5M,€3K,€2.6M,218,46,24,65,62,21,249,60,25,41,61,62,309,65,78,60,48,58,297,53,80,53,85,26,235,75,54,24,46,36,48,192,58,66,68,56,5,9,12,15,15,1556,351,3,2,Medium,High,1,Normal (185+),No,72,31,53,59,61,75,,,,0,
3843,V. Kovacević GK,25,72,78,"Raków Częstochowa
2021 ~ 2026",263032,"192cm / 6'4""",81kg / 179lbs,Right,72,GK,6,"Jul 1, 2021",N/A,€2.9M,€6K,€4.6M,82,13,5,12,45,7,81,5,10,11,45,10,204,33,42,38,54,37,194,53,56,18,59,8,102,24,8,4,55,11,56,33,8,13,12,361,74,68,70,75,74,1057,398,1,1,Medium,Medium,1,Lean (185+),No,74,68,70,74,37,75,,Cross Claimer,,1,
3844,A. Prass CM LM CAM,22,74,81,"Sturm Graz
2021 ~ 2026",263041,"180cm / 5'11""",72kg / 159lbs,Left,76,CM,7,"Jul 5, 2021",N/A,€8.5M,€14K,€14.5M,326,73,59,56,74,64,355,74,68,66,73,74,375,70,76,78,74,77,374,72,72,85,74,71,341,68,72,69,75,57,74,208,73,69,66,55,7,15,12,8,13,2034,430,3,3,High,Medium,1,Normal (170-185),No,73,65,73,75,69,75,,Finesse Shot Pinged Pass Technical Flair,,4,
3845,E. Sahiti RM LM RW,24,73,76,"Hajduk Split
2021 ~ 2026",263056,"174cm / 5'9""",65kg / 143lbs,Right,74,RM,3,"Jul 1, 2021",N/A,€4.2M,€800,€9.6M,320,70,71,52,65,62,345,75,71,62,64,73,411,84,84,86,71,86,343,75,68,74,56,70,307,78,34,71,65,59,63,122,43,42,37,58,14,12,14,13,5,1906,403,4,3,High,Medium,1,Normal (170-185),No,84,71,66,75,41,66,,Rapid Trivela,,2,
3846,K. Ehibhatiomhan ST,20,62-1,69-4,"Reading
2021 ~ 2024",263101,"191cm / 6'3""",82kg / 181lbs,Right,64,ST,7,"Jul 1, 2021",N/A,€800K,€1K,€1.6M,255,29,63-2,59,50,54,221,58,44,32,28,59-1,321,72,76-2,64,57-2,52,326,63,77-1,55,77-2,54,236,52,16,63,45,60,52,47,13,15,19,55,14,6,14,10,11,1461,319,3,2,High,Medium,1,Lean (185+),No,74,61,40,58,19,67,,,,0,
3847,N. Kandil RM CAM,21,64,76,"Annecy
Jun 30, 2024 On loan",263107,"165cm / 5'5""",55kg / 121lbs,Left,65,CAM,12,"Jul 1, 2021","Jun 30, 2024",€1.4M,€4K,€0,286,62,50,52,74,48,335,70,67,61,70,67,337,65,68,73,51,80,245,57,46,54,35,53,230,40,27,44,61,58,67,136,38,43,55,55,8,12,10,13,12,1624,336,2,3,Medium,Medium,1,Lean (170-),No,67,52,67,69,40,41,,,,0,
3848,23 M. Cabrera ST,26,67,68,"Liverpool
2023 ~ 2023",263124,"185cm / 6'1""",88kg / 194lbs,Right,68,ST,1,"Jan 20, 2023",N/A,€1.2M,€500,€2.7M,320,56,70,70,64,60,284,58,57,44,59,66,299,65,62,57,65,50,323,63,72,50,80,58,266,59,17,69,63,58,60,40,11,19,10,42,6,14,11,6,5,1574,336,3,3,Medium,Low,1,Normal (185+),No,63,65,60,60,20,68,,,,0,
3849,23 Sergio Díaz GK,24,62,68,"FC Cartagena
2020 ~ 2023",263154,"181cm / 5'11""",73kg / 161lbs,Right,62,GK,6,"Sep 1, 2020",N/A,€500K,€1K,€900K,87,12,6,10,50,9,87,10,11,13,35,18,203,37,30,46,48,42,174,46,61,21,41,5,98,22,14,4,41,17,34,47,7,17,23,311,63,59,61,63,65,1007,345,3,1,Medium,Medium,1,Lean (170-185),No,63,59,61,65,34,63,,,,0,
3850,K. Hinokio CAM LM RM,22,66,73,"Stal Mielec
2023 ~ 2025",263158,"165cm / 5'5""",60kg / 132lbs,Right,68,CAM,7,"Feb 7, 2023",N/A,€1.7M,€1K,€2.6M,259,55,58,38,66,42,305,65,56,56,60,68,378,68,72,77,69,92,292,63,38,95,33,63,257,34,45,63,66,49,67,103,44,28,31,57,11,13,14,13,6,1651,347,3,3,High,Medium,1,Normal (170-),No,70,59,62,69,38,49,,,,0,
3851,S. Al Shamsi LM,27,60,60,"Al Ain
2021 ~ 2024",263164,"177cm / 5'10""",80kg / 176lbs,Right,61,RW,0,"Jul 10, 2021",N/A,€250K,€500,€550K,273,56,57,44,55,61,291,63,60,52,54,62,347,74,72,77,53,71,295,64,56,54,58,63,227,39,27,55,55,51,51,80,33,24,23,45,12,8,6,13,6,1558,332,3,3,Medium,Medium,1,Normal (170-185),No,73,59,55,63,29,53,,Flair,,1,
3852,C. O'Connell CB CDM,20,53,69,"Peterborough United
2021 ~ 2025",263167,"185cm / 6'1""",71kg / 157lbs,Right,55,CB,16,"Jul 8, 2021",N/A,€230K,€1K,€546K,193,27,34,46,56,30,197,47,30,29,42,49,288,64,66,49,49,60,247,40,56,56,62,33,215,48,49,40,44,34,45,159,50,58,51,53,14,10,13,7,9,1352,300,2,2,Medium,Medium,1,Normal (185+),No,65,35,43,48,52,57,,,,0,
3853,T. Onyango CM CAM,20,60,72,"Everton
2020 ~ 2025",263168,"196cm / 6'5""",75kg / 165lbs,Right,62,CM,12,"Jul 1, 2020",N/A,€600K,€5K,€1.3M,249,45,37,58,64,45,264,62,43,40,62,57,242,62,53,34,58,35,330,63,73,72,80,42,292,69,54,59,60,50,52,157,44,57,56,43,15,6,7,6,9,1577,343,3,2,High,Medium,1,Lean (185+),Yes,57,45,57,56,53,75,,,,0,
3854,Z. Al Johani CM CDM CAM,21,59,70,"Al Ahli Jeddah
2020 ~ 2026",263182,"178cm / 5'10""",61kg / 134lbs,Left,62,CDM,11,"Aug 8, 2020",N/A,€500K,€4K,€950K,240,54,43,47,63,33,264,58,41,42,61,62,310,63,64,55,59,69,254,43,54,59,56,42,261,50,60,53,56,42,55,175,58,62,55,56,12,11,9,11,13,1560,336,4,2,Medium,Medium,1,Lean (170-185),No,64,43,57,59,58,55,,,,0,
3855,S. Tickle GK,21,63,72,"Wigan Athletic
2021 ~ 2026",263214,"187cm / 6'2""",83kg / 183lbs,Left,63,GK,9,"Jun 21, 2021",N/A,€925K,€1K,€1.8M,80,12,6,11,45,6,109,16,13,10,40,30,212,36,30,36,60,50,201,46,53,40,55,7,105,28,12,7,42,16,40,29,6,10,13,308,62,62,61,62,61,1044,342,2,1,Medium,Medium,1,Normal (185+),No,62,62,61,61,34,62,,,,0,
3856,B. Bolla RB RWB,23,66,73,"Servette
Jun 30, 2024 On loan",263233,"182cm / 6'0""",78kg / 172lbs,Right,67,RM,7,"Jul 18, 2021","Jun 30, 2024",€1.6M,€13K,€0,250,63,48,42,63,34,305,68,65,52,53,67,350,78,77,68,65,62,311,55,61,75,61,59,278,60,59,60,56,43,63,185,64,62,59,50,10,7,11,13,9,1729,379,3,3,High,Medium,1,Lean (170-185),No,77,51,60,67,60,64,,,,0,
3857,Renato Júnior ST,21,63,77,"Viborg
2023 ~ 2026",263239,"190cm / 6'3""",82kg / 181lbs,Right,65,ST,14,"Jan 31, 2023",N/A,€1.2M,€2K,€2.3M,275,33,65,68,56,53,243,64,39,41,37,62,302,65,64,67,58,48,329,66,78,54,80,51,263,64,22,60,52,65,64,65,21,26,18,48,8,12,7,7,14,1525,332,3,3,Medium,Medium,1,Lean (185+),No,64,62,46,63,27,70,,,,0,
3858,S. Vrontis CM,18,55,67,"Cyprus
Free",263249,"178cm / 5'10""",65kg / 143lbs,Right,59,CAM,12,"Jul 1, 2021",N/A,€0,€0,€0,215,30,54,41,59,31,258,58,45,39,53,63,310,67,65,65,49,64,244,52,43,61,49,39,246,52,39,50,62,43,42,117,32,44,41,49,9,12,6,12,10,1439,316,3,3,Medium,Medium,1,Normal (170-185),No,66,49,51,59,39,52,,,,0,
3859,A. Emakhu ST LW LM,19,59,74,"Millwall
2023 ~ 2026",263271,"180cm / 5'11""",82kg / 181lbs,Right,61,ST,15,"Jan 1, 2023",N/A,€550K,€3K,€1.4M,266,50,59,51,55,51,244,60,50,26,50,58,331,75,77,65,58,56,301,57,67,62,65,50,259,50,35,61,51,62,66,88,30,30,28,43,8,9,9,11,6,1532,338,3,2,Medium,Medium,1,Lean (170-185),No,76,57,51,60,33,61,,,,0,
3860,I. Schranz LM RM LW,29,74,74,"Slavia Praha
2021 ~ 2024",263287,"185cm / 6'1""",73kg / 161lbs,Right,74,LM,0,"Jul 1, 2021",N/A,€4.1M,€1K,€9M,361,69,74,75,68,75,333,71,66,60,62,74,373,78,83,68,72,72,392,78,85,82,73,74,338,70,60,74,69,65,71,182,61,63,58,43,6,15,7,9,6,2022,432,3,3,High,High,1,Lean (185+),No,81,74,67,72,63,75,,Rapid,,1,
3861,A. Denholm CM CDM,19,57,74,"Hearts
2019 ~ 2024",263294,"175cm / 5'9""",68kg / 150lbs,Right,61,CAM,17,"Jul 1, 2019",N/A,€425K,€850,€1M,244,53,49,38,62,42,271,60,46,42,58,65,330,65,69,75,45,76,237,57,37,58,44,41,246,27,49,56,61,53,62,119,29,47,43,48,15,14,6,5,8,1495,322,3,2,Medium,Medium,1,Normal (170-185),No,67,49,58,63,41,44,,,,0,
3862,A. Suhonen CAM CM,22,66,72,"Hamburger SV
2021 ~ 2026",263310,"170cm / 5'7""",69kg / 152lbs,Right,68,CAM,6,"Jul 1, 2021",N/A,€1.4M,€7K,€2.5M,257,49,59,38,69,42,308,72,58,42,65,71,347,66,48,90,60,83,265,62,45,57,48,53,253,52,34,60,63,44,59,112,40,39,33,52,13,10,10,13,6,1594,336,3,3,Medium,Medium,1,Normal (170-),No,56,57,61,73,38,51,,Technical,,1,
3863,22 A. Camara CAM LW RW,20,69,80,"Olympiakos Piraeus
2021 ~ 2025",263326,"167cm / 5'6""",63kg / 139lbs,Right,72,RM,11,"Jul 14, 2021",N/A,€3.1M,€500,€7.1M,280,60,65,33,69,53,313,75,68,35,62,73,397,83,82,83,63,86,289,65,42,77,45,60,258,54,35,59,65,45,60,144,38,56,50,56,11,13,12,12,8,1737,381,3,3,High,Medium,1,Normal (170-),No,82,62,64,74,44,55,,,,1,
3864,K. Serber CM,24,63,68,"Toulouse
2021 ~ 2024",263349,"172cm / 5'8""",70kg / 154lbs,Right,65,CM,5,"Jan 21, 2021",N/A,€725K,€4K,€1.5M,266,48,52,57,70,39,285,66,40,43,72,64,320,69,64,56,54,77,308,65,63,70,55,55,279,66,53,64,56,40,48,169,54,58,57,50,13,7,11,7,12,1677,361,3,2,Medium,Medium,1,Normal (170-185),No,66,55,60,63,56,61,,,,0,
3865,J. Kizzi RB CB,30,63,63,"Sutton United
2021 ~ 2024",263386,"185cm / 6'1""",80kg / 176lbs,Right,63,RB,0,"Jul 1, 2021",N/A,€425K,€2K,€744K,262,60,50,52,57,43,267,57,50,46,55,59,313,69,67,56,58,63,350,52,79,90,76,53,263,47,57,57,54,48,57,170,58,58,54,66,15,15,12,12,12,1691,364,3,2,Medium,Medium,1,Normal (185+),No,68,51,56,58,57,74,,Long Ball Pass Aerial,,2,
3866,22 J. Chorushij CM CDM CAM,18,55,69,"Osnabrück
2021 ~ 2022",263395,"172cm / 5'8""",68kg / 150lbs,Right,58,CAM,14,"Jul 1, 2021",N/A,€300K,€500,€623K,227,35,45,45,62,40,249,55,50,31,58,55,382,71,71,88,65,87,247,49,62,62,42,32,243,53,49,53,45,43,43,148,50,52,46,50,13,8,6,13,10,1546,324,3,2,Medium,Medium,1,Normal (170-185),No,71,43,50,60,50,50,,,,0,
3867,T. De Percin GK,22,61,72,"Auxerre
2021 ~ 2024",263402,"185cm / 6'1""",81kg / 179lbs,Right,61,GK,11,"Mar 17, 2021",N/A,€650K,€950,€1.3M,68,11,9,13,29,6,73,11,10,14,22,16,163,25,18,39,37,44,197,47,54,27,63,6,78,16,11,4,30,17,39,30,5,11,14,312,65,62,63,60,62,921,334,3,1,Medium,Medium,1,Normal (185+),No,65,62,63,62,22,60,,,,0,
3868,J. Mullins CAM,18,59+1,75+1,"Brighton & Hove Albion
2023 ~ 2025",263411,"171cm / 5'7""",60kg / 132lbs,Right,61,CAM,16,"Jan 4, 2023",N/A,€575K,€4K,€1.5M,236,45,56,37,56,42,275,64,51,50,47,63,341,78+14,63+11,72,55,73,239,54,41+8,56,32,56,218,42,21,53,53,49,60,88,30,28,30,38,5,13,9,5,6,1435,307,3,4,Medium,Low,1,Lean (170-185),No,70,54,51,64,28,40,,Technical,,1,
3869,23 E. Gebreyesus RW,18,61,76,"Olympique de Marseille
2021 ~ 2024",263435,"187cm / 6'2""",71kg / 157lbs,Right,62,RM,15,"Feb 14, 2021",N/A,€750K,€3K,€1.9M,270,55,63,48,55,49,276,71,50,44,48,63,308,69,71,62,57,49,250,56,42,52,51,49,210,27,23,49,56,55,47,78,27,23,28,57,13,11,6,14,13,1449,318,4,4,Medium,Low,1,Lean (185+),No,70,57,53,65,27,46,,,,1,
3870,G. Balzi CM CAM,21,61,71,"Newell's Old Boys
2021 ~ 2023",263436,"175cm / 5'9""",64kg / 141lbs,Left,64,CAM,10,"Jun 25, 2021",N/A,€725K,€2K,€1.2M,266,48,59,45,67,47,295,62,56,48,64,65,337,67,67,70,59,74,290,65,56,62,59,48,282,58,52,56,61,55,63,155,50,52,53,45,11,6,9,7,12,1670,358,3,3,Medium,Medium,1,Normal (170-185),No,67,57,60,64,51,59,,,,0,
3871,22 I. Sosa CM,17,58,75,"Fénix
2021 ~ 2024",263437,"175cm / 5'9""",67kg / 148lbs,Right,60,CAM,17,"Jan 1, 2021",N/A,€500K,€500,€1.4M,231,40,54,39,58,40,250,54,41,40,54,61,308,61,64,62,49,72,267,41,61,60,47,58,248,36,53,60,60,39,65,163,36,67,60,45,12,11,7,9,6,1512,324,2,3,Medium,Medium,1,Normal (170-185),No,63,51,52,58,51,49,,,,0,
3872,N. Bischof ST RM CAM,20,62,72,"Rheindorf Altach
2021 ~ 2024",263444,"185cm / 6'1""",75kg / 165lbs,Left,64,ST,10,"Jul 1, 2021",N/A,€875K,€2K,€1.4M,271,48,62,52,57,52,244,65,42,38,36,63,361,81,75,80,65,60,302,61,67,64,56,54,229,38,19,63,51,58,53,52,21,20,11,54,13,6,12,10,13,1513,329,3,3,High,Medium,1,Lean (185+),No,78,60,49,65,22,55,,,,0,
3873,23 J. Botué ST,19,65,76,"Ajaccio
2021 ~ 2023",263466,"184cm / 6'0""",74kg / 163lbs,Left,67,ST,11,"Jul 1, 2021",N/A,€1.6M,€3K,€3.5M,297,51,63,62,62,59,267,69,47,41,42,68,339,74,75,70,53,67,331,67,75,60,68,61,205,26,19,66,45,49,55,50,20,12,18,50,8,8,15,6,13,1539,336,2,2,High,Low,1,Lean (170-185),No,75,63,52,67,21,58,,,,0,
3874,G. Dănuleasă CB,20,57,74,"SSC Farul
2021 ~ 2025",263492,"187cm / 6'2""",80kg / 176lbs,Right,59,CB,17,"Jul 1, 2021",N/A,€400K,€1K,€790K,177,24,20,56,53,24,174,29,21,25,55,44,282,60,64,50,50,58,249,38,68,53,72,18,209,62,50,30,38,29,43,166,52,60,54,57,14,5,10,13,15,1314,287,3,2,Low,High,1,Normal (185+),No,62,24,42,39,55,65,,,,0,
3875,F. Zapiola LM ST,22,67,74,"Estudiantes
2021 ~ 2024",263502,"176cm / 5'9""",70kg / 154lbs,Left,68,CAM,7,"Jul 1, 2021",N/A,€2.1M,€5K,€3.6M,302,64,53,54,77,54,311,62,56,57,65,71,352,72,80,69,52,79,271,61,57,60,47,46,272,51,36,61,67,57,63,161,51,56,54,59,6,10,14,15,14,1728,367,3,3,High,Medium,1,Lean (170-185),No,76,54,69,66,50,52,,,,0,
3876,A. Kamara CM CDM,18,62,79,"Borussia Dortmund
2021 ~ 2024",263514,"183cm / 6'0""",82kg / 181lbs,Right,64,CM,17,"Jul 20, 2021",N/A,€1M,€2K,€2.3M,257,47,41,59,66,44,292,67,53,40,66,66,348,66,68,77,64,73,292,58,68,64,68,34,261,56,58,49,59,39,59,176,49,65,62,46,6,10,10,6,14,1672,359,3,3,Medium,Medium,1,Normal (170-185),No,67,43,59,67,58,65,,,,0,
3877,22 F. Coman LM ST,22,62,69,"Atlético Tucumán
2021 ~ 2022",263516,"175cm / 5'9""",75kg / 165lbs,Right,63,RM,7,"Jul 18, 2021",N/A,€800K,€2K,€1.4M,263,63,51,39,56,54,270,65,54,41,50,60,337,79,72,67,54,65,262,58,47,64,52,41,264,64,34,54,54,58,53,101,39,29,33,47,10,12,7,9,9,1544,335,3,2,High,High,1,Normal (170-185),No,75,51,55,63,34,57,,,,0,
3878,N. Pérez GK,33,70,70,"Ñublense
2021 ~ 2023",263523,"180cm / 5'11""",87kg / 192lbs,Right,70,GK,0,"Mar 1, 2021",N/A,€525K,€4K,€709K,84,13,5,11,48,7,113,14,10,11,45,33,179,29,20,21,64,45,213,51,61,24,72,5,109,18,9,4,60,18,63,27,5,11,11,347,64,71,68,76,68,1072,372,3,1,Medium,Medium,1,Stocky (170-185),No,64,71,68,68,25,76,,Cross Claimer Rush Out,,2,
3879,H. Muñoz GK,34,61,61,"Ñublense
2021 ~ 2023",263530,"182cm / 6'0""",88kg / 194lbs,Right,61,GK,0,"Feb 22, 2021",N/A,€60K,€1K,€81K,58,13,8,12,20,5,65,10,14,14,15,12,203,25,31,38,60,49,195,45,53,28,60,9,83,19,10,5,34,15,27,30,5,11,14,299,61,59,60,59,60,933,326,2,1,Medium,Medium,1,Normal (170-185),No,61,59,60,60,27,59,,,,0,
3880,Rodrigo Conceição RB LM,23,69,76,"Zürich
2023 ~ 2027",263566,"175cm / 5'9""",65kg / 143lbs,Right,69,RB,7,"Aug 17, 2023",N/A,€2.7M,€5K,€4.5M,256,62,39,54,61,40,278,68,45,43,53,69,359,74,75,67,65,78,299,70,62,74,53,40,287,74,66,56,52,39,62,203,62,74,67,43,12,7,6,9,9,1725,375,2,2,High,High,1,Lean (170-185),No,75,46,57,68,66,63,,Technical,,1,
3881,C. Riedel CB,19,68,80,"Darmstadt 98
2021 ~ 2026",263575,"186cm / 6'1""",73kg / 161lbs,Right,70,CB,12,"Jul 1, 2021",N/A,€2.7M,€5K,€5.4M,215,36,19,66,66,28,219,49,31,21,57,61,278,55,34,58,67,64,270,48,75,55,66,26,229,68,69,22,35,35,64,209,71,70,68,57,7,15,13,11,11,1477,309,3,2,Medium,Medium,1,Normal (185+),No,43,28,48,56,70,64,,,,0,
3882,M. Peart-Harris CM CAM,20,63,71,"Brentford
2021 ~ 2025",263582,"187cm / 6'2""",70kg / 154lbs,Right,66,RM,8,"Jul 23, 2021",N/A,€1M,€7K,€2.1M,302,63,64,63,66,46,299,63,54,55,63,64,317,65,62,64,60,66,342,61,71,81,70,59,285,46,53,60,64,62,59,148,45,55,48,51,6,7,12,13,13,1744,370,3,2,Medium,Low,1,Normal (185+),Yes,63,61,63,63,52,68,,,,0,
